_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
128,1116,BE-00649,2009,Eglinton Ave W,Eglinton Ave W,South,Nairn Ave,East,05927,09,Fairbank Village,Mini,Existing,B1705927,,"{'type': 'MultiPoint', 'coordinates': [[-79.4553365878808, 43.6944846415404]]}"
129,1117,BE-00651,1651,Eglinton Ave W,Eglinton Ave W,South,Glenholme Ave,East,07118,12,York-Eglinton,Standard,Existing,B1507118,,"{'type': 'MultiPoint', 'coordinates': [[-79.4447571652506, 43.696794924924]]}"
130,1118,BE-00655,900,Dufferin St,Dufferin St,West,Sylvan Ave,North,00358,09,None,Standard,Existing,B1800358,,"{'type': 'MultiPoint', 'coordinates': [[-79.4338923096853, 43.6557607897583]]}"
131,1119,BE-00657,3040,Lawrence Ave E,Lawrence Ave E,North,Valparaiso Ave,East,06968,21,None,Mini,Existing,B3806968,,"{'type': 'MultiPoint', 'coordinates': [[-79.2464858676296, 43.7554830764417]]}"
132,1121,BE-00667,430,Bloor St W,Bloor St W,North,Howland Ave,East,06094,11,Bloor Annex,Mini,Existing,B2006094,,"{'type': 'MultiPoint', 'coordinates': [[-79.4082496419569, 43.6658243292295]]}"
133,1122,BE-00671,2901,Bayview Ave,Bayview Ave,East,Bayview Mews Lane,South,01903,17,None,Standard,Existing,B2401903,,"{'type': 'MultiPoint', 'coordinates': [[-79.3884184551561, 43.7691556929715]]}"
134,1123,BE-00673,614,Bloor St W,Bloor St W,North,Palmerston Ave,West,00427,11,Korea Town,Standard,Existing,B2000427,,"{'type': 'MultiPoint', 'coordinates': [[-79.4138509380931, 43.6646245518431]]}"
135,1124,BE-00679,1603,Eglinton Ave W,Eglinton Ave W,South,Oakwood Ave,East,07120,12,York-Eglinton,Standard,Temporarily Removed,B1507120,,"{'type': 'MultiPoint', 'coordinates': [[-79.4431768292986, 43.6971326346642]]}"
136,1125,BE-00681,2,Wembley Rd,Bathurst St,West,Wembley Rd,North,06592,08,None,Mini,Existing,B2106592,,"{'type': 'MultiPoint', 'coordinates': [[-79.4258132727779, 43.7023912612114]]}"
137,1126,BE-00682,2,Wembley Rd,Bathurst St,West,Wembley Rd,North,06593,08,None,Mini,Existing,B2106593,,"{'type': 'MultiPoint', 'coordinates': [[-79.4257983590463, 43.7022002893997]]}"
138,1127,BE-00692,4345,Bloor St W,Bloor St W,South,Mill Rd,West,07086,02,None,Standard,Existing,B0307086,,"{'type': 'MultiPoint', 'coordinates': [[-79.576936999836, 43.6311536610144]]}"
139,1128,BE-00694,515,Consumers Rd,Consumers Rd,South,Hallcrown Pl,West,04509,17,None,Standard,Existing,B3304509,,"{'type': 'MultiPoint', 'coordinates': [[-79.3236148325875, 43.771509269301]]}"
140,1130,BE-00698,22,St Clair Ave E,St Clair Ave E,North,Alvin Ave,West,02099,12,Yonge & St. Clair,Standard,Existing,B2202099,,"{'type': 'MultiPoint', 'coordinates': [[-79.3930210506525, 43.6884160576327]]}"
141,1131,BE-00704,200,Finch Ave W,Finch Ave W,North,Grantbrook St,West,05900,18,None,Mini,Existing,B2305900,,"{'type': 'MultiPoint', 'coordinates': [[-79.4320714844844, 43.7762395706582]]}"
142,1132,BE-00706,175,Hilda Ave,Hilda Ave,East,Green Bush Rd,South,01126,18,None,Standard,Existing,B2301126,,"{'type': 'MultiPoint', 'coordinates': [[-79.4283564900782, 43.7943534982771]]}"
143,1134,BE-00709,242,Sheppard Ave W,Senlac Rd,West,Sheppard Ave W,North,01884,18,None,Standard,Existing,B2301884,,"{'type': 'MultiPoint', 'coordinates': [[-79.4228463648155, 43.7594214194639]]}"
144,1135,BE-00717,74,Dundas St E,Dundas St E,North,Bond St,West,06555,13,Downtown Yonge,Mini,Existing,B2706555,,"{'type': 'MultiPoint', 'coordinates': [[-79.3785143554174, 43.656267575248]]}"
145,1136,BE-00719,1952,Queen St E,Queen St E,North,Kenilworth Ave,West,06856,19,The Beach,Mini,Existing,B3206856,,"{'type': 'MultiPoint', 'coordinates': [[-79.3026192919246, 43.6695365715181]]}"
146,1137,BE-00721,1,Gaspe Rd,Finch Ave E,North,Gaspe Rd,East,05898,17,None,Mini,Existing,B2405898,,"{'type': 'MultiPoint', 'coordinates': [[-79.388791255366, 43.7859091134424]]}"
147,1139,BE-00724,3181,Bayview Ave,Finch Ave E,North,Bayview Ave,East,01916,17,None,Standard,Existing,B2401916,,"{'type': 'MultiPoint', 'coordinates': [[-79.391583633141, 43.7852676922913]]}"
148,1140,BE-00730,1200,Sheppard Ave E,Sheppard Ave E,North,Old Leslie St,West,01924,17,None,Standard,Existing,B2401924,,"{'type': 'MultiPoint', 'coordinates': [[-79.3664838965136, 43.7715388264947]]}"
149,1141,BE-00734,170,Memorial Park Ave,Memorial Park Ave,North,Durant Ave,West,06330,14,None,Standard,Existing,B2906330,,"{'type': 'MultiPoint', 'coordinates': [[-79.3296321897823, 43.6918968210312]]}"
150,1143,BE-00738,108,Bayview Ridge,Bayview Ave,West,Bayview Ridge,North,03557,15,None,Standard,Temporarily Removed,B2503557,,"{'type': 'MultiPoint', 'coordinates': [[-79.3831913469161, 43.7424285273597]]}"
151,1144,BE-00740,1886,Eglinton Ave W,Shortt St,West,Eglinton Ave W,North,07105,08,Fairbank Village,Standard,Temporarily Removed,B157105D,,"{'type': 'MultiPoint', 'coordinates': [[-79.4517388262407, 43.6956040018691]]}"
152,1145,BE-00748,755,York Mills Rd,York Mills Rd,South,Leslie St,West,02134,15,None,Standard,Existing,B2502134,,"{'type': 'MultiPoint', 'coordinates': [[-79.3603687751676, 43.7527608835814]]}"
153,1146,BE-00752,74,The Esplanade,The Esplanade,North,Church St,East,06840,13,St. Lawrence Market Neighbourhood,Standard,Existing,B2806840,,"{'type': 'MultiPoint', 'coordinates': [[-79.3729685562615, 43.6474727021926]]}"
154,1147,BE-00756,1511,Bayview Ave,Bayview Ave,East,Millwood Rd,South,05118,15,Bayview Leaside,Standard,Existing,B2605118,,"{'type': 'MultiPoint', 'coordinates': [[-79.374390540871, 43.7040707849386]]}"
155,1148,BE-00758,35,Church St,Front St E,North,Church St,East,06842,13,St. Lawrence Market Neighbourhood,Standard,Existing,B2806842,,"{'type': 'MultiPoint', 'coordinates': [[-79.3736042560108, 43.6487386385361]]}"
156,1149,BE-00760,770,Don Mills Rd,Don Mills Rd,West,St Dennis Dr,North,02168,16,None,Standard,Existing,B2602168,,"{'type': 'MultiPoint', 'coordinates': [[-79.3376329129323, 43.7167969709336]]}"
157,1150,BE-00764,12,Thorncliffe Park Dr,Thorncliffe Park Dr,East,Overlea Blvd,South,02180,15,None,Standard,Existing,B2602180,,"{'type': 'MultiPoint', 'coordinates': [[-79.3488208633328, 43.7045527464825]]}"
158,1152,BE-00770,1862,Eglinton Ave W,Shortt St,East,Eglinton Ave W,North,07106,08,Fairbank Village,Standard,Existing,B157106C,,"{'type': 'MultiPoint', 'coordinates': [[-79.4516015431248, 43.6956963600654]]}"
159,1153,BE-00775,255,Dolly Varden Blvd,Ellesmere Rd,South,Dolly Varden Blvd,West,500,24,None,Mini,Existing,B3800500,,"{'type': 'MultiPoint', 'coordinates': [[-79.2352736333257, 43.7755607376369]]}"
160,1154,BE-00776,21,Brimley Rd,Brimley Rd,East,St Clair Ave E,South,06287,20,None,Mini,Existing,B3506287,,"{'type': 'MultiPoint', 'coordinates': [[-79.241245896052, 43.7206010814345]]}"
161,1155,BE-00779,907,Danforth Ave,Danforth Ave,South,Dewhurst Blvd,East,06705,14,Danforth Mosaic,Mini,Existing,B3006705,,"{'type': 'MultiPoint', 'coordinates': [[-79.3389249240177, 43.6800008939824]]}"
162,1158,BE-00788,421A,Donlands Ave,Donlands Ave,East,O'Connor Dr,South,03021,14,None,Standard,Existing,B2903021,,"{'type': 'MultiPoint', 'coordinates': [[-79.3428809837162, 43.6944664057077]]}"
163,1159,BE-00790,550,Mortimer Ave,Mortimer Ave,North,Coxwell Ave,West,3027,14,None,Standard,Existing,B2903027,,"{'type': 'MultiPoint', 'coordinates': [[-79.3270038677742, 43.6905865065792]]}"
164,1160,BE-00794,1099,Danforth Ave,Danforth Ave,South,Byron Ave,East,06782,14,Danforth Mosaic,Mini,Existing,B3006782,,"{'type': 'MultiPoint', 'coordinates': [[-79.3348111924044, 43.680840876566]]}"
165,1161,BE-00796,2146,Danforth Ave,Danforth Ave,North,Cedarvale Ave,West,06611,19,Danforth Mosaic,Mini,Existing,B3106611,,"{'type': 'MultiPoint', 'coordinates': [[-79.3111666673838, 43.686141371308]]}"
166,1162,BE-00798,400,Greenwood Ave,Greenwood Ave,West,Felstead Ave,North,06701,14,None,Mini,Existing,B3006701,,"{'type': 'MultiPoint', 'coordinates': [[-79.33108659302, 43.6781117170445]]}"
167,1164,BE-00806,2872,Danforth Ave,Danforth Ave,North,Kelvin Ave,East,00616,19,Danforth Village,Standard,Existing,B3100616,,"{'type': 'MultiPoint', 'coordinates': [[-79.2946027146858, 43.6898845506169]]}"
168,1165,BE-00808,57,Glenwood Cres,O'Connor Dr,North,Glenwood Cres,West,2271,19,None,Standard,Existing,B3102271,,"{'type': 'MultiPoint', 'coordinates': [[-79.3162383071005, 43.7023989361659]]}"
169,1166,BE-00812,80,Clinton St,Clinton St,West,College St,North,06946,11,None,Standard,Existing,B196946A,,"{'type': 'MultiPoint', 'coordinates': [[-79.4143129247706, 43.6561108148477]]}"
170,1168,BE-00820,1753,Eglinton Ave W,Eglinton Ave W,South,Northcliffe Blvd,West,07116,12,York-Eglinton,Standard,Existing,B1507116,,"{'type': 'MultiPoint', 'coordinates': [[-79.447939634676, 43.6961150841393]]}"
171,1170,BE-00826,7600,Sheppard Ave E,Morningside Ave,West,Sheppard Ave E,North,07404,25,None,Standard,Existing,B4207404,,"{'type': 'MultiPoint', 'coordinates': [[-79.200148389872, 43.8022868760601]]}"
172,1172,BE-00832,3303,Don Mills Rd,Don Mills Rd,East,Finch Ave W,South,05894,17,None,Mini,Existing,B3305894,,"{'type': 'MultiPoint', 'coordinates': [[-79.354437393391, 43.7924361896134]]}"
173,1173,BE-00834,46,Micmac Cres,Finch Ave E,East,Cherokee Blvd,North,02185,17,None,Standard,Existing,B3302185,,"{'type': 'MultiPoint', 'coordinates': [[-79.3366066738593, 43.793517815767]]}"
174,1174,BE-00836,1761,Sheppard Ave E,Sheppard Ave E,South,Parkway Forest Dr,East,02153,17,None,Standard,Existing,B3302153,,"{'type': 'MultiPoint', 'coordinates': [[-79.3429801490796, 43.7758294405907]]}"
175,1175,BE-00842,220,Duncan Mill Rd,Duncan Mill Rd,North,Valleybrook Dr,East,05892,16,None,Mini,Existing,B3405892,,"{'type': 'MultiPoint', 'coordinates': [[-79.3527389556705, 43.7619105958215]]}"
176,1177,BE-00848,360,Lesmill Rd,Leslie St,East,Lesmill Rd,South,02195,16,None,Standard,Existing,B3402195,,"{'type': 'MultiPoint', 'coordinates': [[-79.3616514624699, 43.7635439514237]]}"
177,1178,BE-00852,54,Pintail Cres,York Mills Rd,South,Victoria Park Ave,West,02204,16,None,Standard,Existing,B3402204,,"{'type': 'MultiPoint', 'coordinates': [[-79.3179709689732, 43.7628099839846]]}"
178,1179,BE-00854,3369,Danforth Ave,Danforth Ave,South,Byng Ave,East,01310B,20,Crossroads of the Danforth,Standard,Existing,B311310B,,"{'type': 'MultiPoint', 'coordinates': [[-79.2793198015239, 43.6931326462218]]}"
179,1180,BE-00855,1666,Eglinton Ave W,Eglinton Ave W,North,Glenholme Ave,East,07097,08,York-Eglinton,Standard,Existing,B1507097,,"{'type': 'MultiPoint', 'coordinates': [[-79.4449951373766, 43.6969055034861]]}"
180,1181,BE-00857,1818,Eglinton Ave W,Eglinton Ave W,North,Dufferin St,East,07102,08,York-Eglinton,Standard,Temporarily Removed,B1507102,,"{'type': 'MultiPoint', 'coordinates': [[-79.4498443210331, 43.6958642416985]]}"
181,1183,BE-00869,1831,Finch Ave W,Finch Ave W,South,Driftwood Ave,West,T2593,07,None,Standard,Temporarily Removed,B0802593,,"{'type': 'MultiPoint', 'coordinates': [[-79.5136469284569, 43.757859339248]]}"
182,1197,BE-01398,112,Rajah St,Neptune Dr,South,Rajah St,West,09304,08,None,Mini,Existing,B1509304,,"{'type': 'MultiPoint', 'coordinates': [[-79.4390133867028, 43.73173036876]]}"
183,1198,BE-01403,1364,Danforth Ave,Danforth Ave,North,Monarch Park Ave,West,09309,14,Danforth Mosaic,Standard,Existing,B2909309,,"{'type': 'MultiPoint', 'coordinates': [[-79.3283864262137, 43.6824186846094]]}"
184,1199,BE-01405,3249,Dufferin St,Dufferin St,East,Sparrow Ave,South,09312,08,None,Mini,Existing,B1509312,,"{'type': 'MultiPoint', 'coordinates': [[-79.4559113299193, 43.7203165052763]]}"
185,1201,BE-01411,222,Lansdowne Ave,Dundas St W,South,Lansdowne Ave,West,09330,09,Little Portugal,Mini,Existing,B1809330,,"{'type': 'MultiPoint', 'coordinates': [[-79.4403594675387, 43.6501163012699]]}"
186,1202,BE-01419,1375,Midland Ave,Midland Ave,East,Prudential Dr,South,09387,21,None,Standard,Temporarily Removed,B3709387,,"{'type': 'MultiPoint', 'coordinates': [[-79.2642210458208, 43.7494078029805]]}"
187,1203,BE-01425,695,Birchmount Rd,Birchmount Rd,East,Foxridge Dr,South,09412,20,None,Standard,Existing,B3509412,,"{'type': 'MultiPoint', 'coordinates': [[-79.2743220448716, 43.7217080167237]]}"
188,1204,BE-01427,None,None,Midland Ave,East,Finch Ave E,South,09415,23,None,Mini,Temporarily Removed,B4109415,,"{'type': 'MultiPoint', 'coordinates': [[-79.2860346934847, 43.8035699995811]]}"
189,1205,BE-01430,550,Markham Rd,Markham Rd,West,Eastpark Blvd,North,09419,24,None,Standard,Existing,B3809419,,"{'type': 'MultiPoint', 'coordinates': [[-79.2243520380787, 43.7561954918083]]}"
190,1206,BE-01440,935,Kingston Rd,Kingston Rd,South,Silver Birch Ave,West,09652,19,None,Standard,Existing,B3209652,,"{'type': 'MultiPoint', 'coordinates': [[-79.2884520096224, 43.6803067927349]]}"
191,1207,BE-01444,2521,Lake Shore Blvd W,Lake Shore Blvd W,South,Douglas Blvd,West,09784,03,None,Mini,Existing,B0609784,,"{'type': 'MultiPoint', 'coordinates': [[-79.4900088204896, 43.6103203937933]]}"
192,1208,BE-01446,2869,Lake Shore Blvd W,Lake Shore Blvd W,South,Fifth St,East,09763,03,Lakeshore Village,Standard,Existing,B0609763,,"{'type': 'MultiPoint', 'coordinates': [[-79.5027704161058, 43.6012275323783]]}"
193,1209,BE-01450,2460,Dufferin St,Dufferin St,West,Schell Ave,North,09735,08,Fairbank Village,Mini,Existing,B159735A,,"{'type': 'MultiPoint', 'coordinates': [[-79.4514864919106, 43.6990190103333]]}"
194,1210,BE-01454,5,Tangreen Crt,Steeles Ave W,South,Yonge St,West,09729,18,None,Standard,Existing,B2409729,,"{'type': 'MultiPoint', 'coordinates': [[-79.4242901034448, 43.7969724294129]]}"
195,1211,BE-01456,2471,St Clair Ave W,Runnymede Rd,West,St Clair Ave W,South,09856,05,None,Standard,Existing,B1109856,,"{'type': 'MultiPoint', 'coordinates': [[-79.4835258316795, 43.6686411321076]]}"
196,1212,BE-01458,530,Scarlett Rd,Scarlett Rd,East,La Rose Ave,North,09858,02,None,Mini,Existing,B0209858,,"{'type': 'MultiPoint', 'coordinates': [[-79.5130488408004, 43.6870558134501]]}"
197,1213,BE-01461,37,Viewcrest Crcl,Humberwood Blvd,South,Honeyview Pl,West,09861,01,None,Standard,Existing,B0109861,,"{'type': 'MultiPoint', 'coordinates': [[-79.6196129655866, 43.7329079865426]]}"
198,1215,BE-01471,305,Milner Ave,Markham Rd,East,Milner Ave,South,09903,23,None,Mini,Existing,B4209903,,"{'type': 'MultiPoint', 'coordinates': [[-79.2366815806796, 43.789301524609]]}"
199,1216,BE-01614,180,Caledonia Rd,Caledonia Rd,West,Innes Ave,South,10599,09,None,Mini,Existing,B1710599,,"{'type': 'MultiPoint', 'coordinates': [[-79.4568351563397, 43.680067920469]]}"
200,1217,BE-01620,8850,Sheppard Ave E,Sheppard Ave E,North,Ecopark Gt,East,01554,25,None,Standard,Existing,B4201554,,"{'type': 'MultiPoint', 'coordinates': [[-79.1830163184238, 43.8058502701094]]}"
201,1218,BE-01624,1675,Danforth Ave,Danforth Ave,South,Hillingdon Ave,West,10971,19,Danforth Mosaic,Mini,Existing,B3210971,,"{'type': 'MultiPoint', 'coordinates': [[-79.3215926723071, 43.6836725528835]]}"
202,1219,BE-01626,None,None,Markham Rd,East,Select Ave,South,10932,23,None,Mini,Existing,B4210932,,"{'type': 'MultiPoint', 'coordinates': [[-79.2507898041379, 43.8331732565218]]}"
203,1220,BE-01628,6005,Steeles Ave E,Steeles Ave E,North,Markham Rd,West,10934,23,None,Mini,Existing,B4110934,,"{'type': 'MultiPoint', 'coordinates': [[-79.2521686341436, 43.8365231932885]]}"
204,1221,BE-01634,159,Dynamic Dr,Dynamic Dr,East,Passmore Ave,South,10940,23,None,Mini,Existing,B4110940,,"{'type': 'MultiPoint', 'coordinates': [[-79.2532791452577, 43.8297467831495]]}"
205,1222,BE-01637,80,Dynamic Dr,Dynamic Dr,West,Mcnicoll Ave,North,10943,23,None,Mini,Existing,B4110943,,"{'type': 'MultiPoint', 'coordinates': [[-79.2517294605107, 43.8243436172402]]}"
206,1223,BE-01641,3391,Mcnicoll Ave,Mcnicoll Ave,South,Tiffield Rd,East,10947,23,None,Mini,Existing,B4110947,,"{'type': 'MultiPoint', 'coordinates': [[-79.2600333160973, 43.8208117853394]]}"
207,1224,BE-01645,70,Maybrook Dr,Maybrook Dr,East,Newmill Gt,South,10951,23,None,Mini,Existing,B4110951,,"{'type': 'MultiPoint', 'coordinates': [[-79.2609445153892, 43.8243850106904]]}"
208,1225,BE-01647,1,Eastpark Blvd,Bellamy Rd N,East,Eastpark Blvd,South,10953,24,None,Mini,Existing,B3810953,,"{'type': 'MultiPoint', 'coordinates': [[-79.2346815032817, 43.7553878934232]]}"
209,1226,BE-01649,987,Danforth Rd,Danforth Rd,South,Glenshephard Dr,East,10955,20,None,Mini,Existing,B3510955,,"{'type': 'MultiPoint', 'coordinates': [[-79.2498197956024, 43.7317760958215]]}"
210,1227,BE-01651,None,None,Birchmount Rd,East,Steeles Ave E,South,10957,22,None,Mini,Existing,B3910957,,"{'type': 'MultiPoint', 'coordinates': [[-79.3153654914119, 43.8183786931725]]}"
211,1231,BE-01661,435,Huntingwood Dr,Huntingwood Dr,South,Kilkenny Dr,East,10916,22,None,Mini,Existing,B4010916,,"{'type': 'MultiPoint', 'coordinates': [[-79.3171364421857, 43.7835016464794]]}"
212,1232,BE-01669,1755,Brimley Rd,Brimley Rd,East,Progress Ave,North,10924,21,None,Mini,Existing,B3810924,,"{'type': 'MultiPoint', 'coordinates': [[-79.2634667075704, 43.7766012569263]]}"
213,1234,BE-01677,1517,O'Connor Dr,O'Connor Dr,East,Amsterdam Ave,South,10623,19,None,Standard,Existing,B3110623,,"{'type': 'MultiPoint', 'coordinates': [[-79.30607059741, 43.714013368885]]}"
214,1235,BE-01678,1665,O'Connor Dr,O'Connor Dr,East,Wakunda Pl,North,10639,19,None,Standard,Existing,B3410639,,"{'type': 'MultiPoint', 'coordinates': [[-79.304734158405, 43.7167057637075]]}"
215,1236,BE-01680,555,Ellesmere Rd,Ellesmere Rd,South,Principal Rd,East,10626,21,None,Standard,Existing,B3710626,,"{'type': 'MultiPoint', 'coordinates': [[-79.294304727559, 43.7625803589334]]}"
216,1237,BE-01686,1490,Markham Rd,Milner Ave,South,Markham Rd,West,10629,23,None,Mini,Existing,B4210629,,"{'type': 'MultiPoint', 'coordinates': [[-79.2388920899683, 43.7890873283416]]}"
217,1238,BE-01688,75,Lansdowne Ave,Lansdowne Ave,East,Seaforth Ave,North,10590,04,None,Standard,Existing,B1410590,,"{'type': 'MultiPoint', 'coordinates': [[-79.437458706905, 43.6429051780619]]}"
218,1239,BE-01694,2365,Kennedy Rd,Kennedy Rd,East,Cardwell Ave,South,T4111,22,None,Mini,Existing,B4004111,,"{'type': 'MultiPoint', 'coordinates': [[-79.2891840319849, 43.7855884157156]]}"
219,1240,BE-01696,625,Birchmount Rd,Birchmount Rd,East,Anaconda Ave,South,11536,20,None,Standard,Existing,B3511536,,"{'type': 'MultiPoint', 'coordinates': [[-79.2728817299672, 43.7183837214404]]}"
220,1241,BE-01697,361,Albion Rd,Elmhurst Ave,South,Albion Rd,West,T7724,01,None,Standard,Existing,B0207724,,"{'type': 'MultiPoint', 'coordinates': [[-79.5508942068477, 43.7249192736927]]}"
221,1242,BE-01700,90,Claireville Dr,Claireville Dr,East,Huddersfield Rd,South,T14923,01,None,Standard,Existing,B0114923,,"{'type': 'MultiPoint', 'coordinates': [[-79.624948458795, 43.7399812283996]]}"
222,1250,BE-01479,1900,Keele St,Keele St,West,Clearview Hts,South,09944,05,None,Standard,Existing,B1209944,,"{'type': 'MultiPoint', 'coordinates': [[-79.4748051497535, 43.6938446488415]]}"
223,1251,BE-01481,2992,Sheppard Ave E,Sheppard Ave E,North,Pharmacy Ave,West,09978,22,None,Mini,Existing,B4009978,,"{'type': 'MultiPoint', 'coordinates': [[-79.3193108863741, 43.7763222554958]]}"
224,1252,BE-01485,4727,Sheppard Ave E,Sheppard Ave E,South,Shorting Rd,West,09983,23,Sheppard East Village,Standard,Existing,B4209983,,"{'type': 'MultiPoint', 'coordinates': [[-79.2536130933845, 43.7906231293728]]}"
225,1253,BE-01487,1570,Yonge St,Heath St W,North,Yonge St,West,09661,12,None,Standard,Existing,B229661B,,"{'type': 'MultiPoint', 'coordinates': [[-79.3962342184441, 43.6899850746439]]}"
226,1254,BE-01489,1300,Eglinton Ave W,Eglinton Ave W,North,Everden Rd,East,00473,12,None,Standard,Temporarily Removed,B2100473,,"{'type': 'MultiPoint', 'coordinates': [[-79.4359255878146, 43.6988729341519]]}"
227,1255,BE-01491,345,The East Mall,The East Mall,East,Gibbs Rd,North,09992,02,None,Mini,Existing,B0509992,,"{'type': 'MultiPoint', 'coordinates': [[-79.5570107954175, 43.6385226353866]]}"
228,1256,BE-01493,40,Teesdale Pl,Pharmacy Ave,West,Teesdale Pl,North,10024,20,None,Standard,Existing,B3510024,,"{'type': 'MultiPoint', 'coordinates': [[-79.2855754720883, 43.6971816385911]]}"
